TICKER,sector,fullTimeEmployees,longBusinessSummary,city,country,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,grossProfits,currentPrice,earningsGrowth,currentRatio,returnOnAssets,debtToEquity,returnOnEquity,totalCash,totalDebt,totalRevenue,quickRatio,longName,bookValue,averageVolume,volume,fiftyTwoWeekHigh,regularMarketPrice,marketCap
CTXS,Technology,,"Citrix Systems, Inc., an enterprise software company, provides workspace, app delivery and security, and professional services worldwide. The company offers workspace services, including Citrix Workspace; Citrix Virtual Apps and Desktops; Collaborative Work Management; Citrix Content Collaboration, a cloud-based file sharing, digital transaction, and storage solution, which provides enterprise-class data services on various corporate and personal mobile devices; Citrix Analytics for Security that assesses the behavior of Citrix Virtual Apps and Desktops, and Citrix Workspace users and applies actions to protect sensitive corporate information; Citrix Analytics for Performance, which uses machine learning to quantify user experience; Citrix Secure Workspace Access that provides an end-to-end solution to implement Zero Trust principles; and Citrix Secure Internet Access, which provides a solution that protects direct internet access for branch and remote workers using unsanctioned apps. It also provides Citrix ADC that offers application delivery controller, on-premise, in-cloud, and SaaS deployment option solutions. In addition, the company provides customer services, hardware maintenance, consulting, and product training and certification services. The company serves healthcare, financial services, technology, manufacturing, consumer, and government agencies. It markets and licenses its products through resellers, distributors, systems integrators, independent software vendors, original equipment manufacturers, and service providers. The company was formerly known as Citrus Systems, Inc. and changed its name to Citrix Systems, Inc. in March 2009. Citrix Systems, Inc. was incorporated in 1989 and is headquartered in Fort Lauderdale, Florida.",Fort Lauderdale,United States,Software—Application,0.17896,0.09558,0.83411,671651008.0,0.051,0.11682,575734016.0,2683488000.0,100.74,-0.091,0.73,0.03959,648.57,0.93266,527179008.0,3549347072.0,3217169920.0,0.62,"Citrix Systems, Inc.",3.208,2831637.0,6851321.0,144.47,100.74,12564594688.0
CME,Financial Services,4370.0,"CME Group Inc., together with its subsidiaries, operates contract markets for the trading of futures and options on futures contracts worldwide. It offers futures and options products based on interest rates, equity indexes, foreign exchange, agricultural commodities, energy, and metals, as well as fixed income products through its electronic trading platforms, open outcry, and privately negotiated transactions. The company also provides clearing for exchange-traded contracts and cleared swaps, as well as settlement services; and transaction lifecycle management services, such as trade and portfolio management, financial resource optimization, regulatory reporting, and trade processing. In addition, the company offers a range of market data services, including real-time and historical data services. It serves professional traders, financial institutions, institutional and individual investors, corporations, manufacturers, producers, governments, and central banks. The company has strategic partnership with B3 S.A. to develop risk management products for Brazilian domestic and international market participants. The company was formerly known as Chicago Mercantile Exchange Holdings Inc. and changed its name to CME Group Inc. in July 2007. CME Group Inc. was founded in 1898 and is headquartered in Chicago, Illinois.",Chicago,United States,Financial Data & Stock Exchanges,0.64274,0.52596,1.0,2394400000.0,0.028,0.55389,2975899904.0,4870300000.0,249.6,1.243,1.008,0.01026,14.81,0.08975001,1569699968.0,4040499968.0,4630000128.0,0.014,CME Group Inc.,76.084,1665567.0,2849059.0,256.94,249.6,89705996288.0
CTSH,Technology,330600.0,"Cognizant Technology Solutions Corporation, a professional services company, provides consulting and technology, and outsourcing services in North America, Europe, and internationally. It operates through four segments: Financial Services; Healthcare; Products and Resources; and Communications, Media and Technology. The company offers customer experience enhancement, robotic process automation, analytics, and AI services in areas, such as digital lending, fraud detection, and next generation payments; the shift towards consumerism, outcome-based contracting, digital health, delivering integrated seamless, omni-channel, and patient-centered experience; and services that drive operational improvements in areas, such as clinical development, pharmacovigilance, and manufacturing, as well as claims processing, enrollment, membership, and billing to healthcare providers and payers, and life sciences companies, including pharmaceutical, biotech, and medical device companies. It also provides solution to manufacturers, retailers and travel and hospitality companies, as well as companies providing logistics, energy and utility services; and digital content, the creation of personalized user experience, and acceleration of digital engineering services to information, media and entertainment, and communications and technology companies. The company was founded in 1994 and is headquartered in Teaneck, New Jersey.",Teaneck,United States,Information Technology Services,0.18090001,0.11547,0.37359002,2495000064.0,0.142,0.15167,3348000000.0,6914000000.0,91.72,0.846,2.08,0.1009,13.802,0.18722999,2719000064.0,1655000064.0,18506999808.0,1.866,Cognizant Technology Solutions Corporation,21.992,3060343.0,4430123.0,92.44,91.72,48734412800.0
CMCSA,Communication Services,168000.0,"Comcast Corporation operates as a media and technology company worldwide. It operates through Cable Communications, Cable Networks, Broadcast Television, Filmed Entertainment, Theme Parks, and Sky segments. The Cable Communications segment offers cable services, including high-speed Internet, video, voice, wireless, and security and automation services to residential and business customers under the Xfinity brand, as well as sells advertising. The Cable Networks segment operates national cable networks that provide various entertainment, news and information, and sports content; regional sports and news networks; international cable networks; and various digital properties, including brand-aligned Websites, as well as engages in the cable television studio production operations. The Broadcast Television segment operates NBC and Telemundo broadcast networks, NBC and Telemundo local broadcast television stations, broadcast television studio production operations, and various digital properties. The Filmed Entertainment segment produces, acquires, markets, and distributes filmed entertainment under the Universal Pictures, Illumination, DreamWorks Animation, and Focus Features names. It also develops, produces, and licenses stage plays; and distributes filmed entertainment produced by third parties. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; and Osaka, Japan. The Sky segment offers direct-to-consumer services, such as video, high-speed Internet, voice, and wireless phone services; and content services comprising operating entertainment networks, the Sky News broadcast network, and Sky Sports networks. The company also owns the Philadelphia Flyers, as well as the Wells Fargo Center arena in Philadelphia, Pennsylvania; and provides streaming service, such as Peacock. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",Philadelphia,United States,Entertainment,0.2935,0.12731,0.66587996,26499000320.0,0.187,0.17506,33387999232.0,70443000000.0,46.91,0.955,1.026,0.04559,104.661,0.15312,11806000128.0,102385999872.0,113757003776.0,0.889,Comcast Corporation,20.964,22891687.0,34709842.0,61.8,46.91,214328033280.0
CPRT,Industrials,8600.0,"Copart, Inc. provides online auctions and vehicle remarketing services in the United States, Canada, the United Kingdom, Brazil, the Republic of Ireland, Germany, Finland, the United Arab Emirates, Oman, Bahrain, and Spain. It offers a range of services for processing and selling vehicles over the internet through its virtual bidding third generation internet auction-style sales technology to vehicle sellers, insurance companies, banks and finance companies, charities, fleet operators, dealers, vehicle rental companies, and individuals. The company's services include online seller access, salvage estimation, estimating, end-of-life vehicle processing, virtual insured exchange, transportation, vehicle inspection stations, on-demand reporting, title processing and procurement, loan payoff, flexible vehicle processing programs, buy it now, member network, sales process, and dealer services. Its services also comprise services to sell vehicles through CashForCars.com; U-Pull-It service that allows buyer to remove valuable parts and sell the remaining parts and car body; copart 360, an online technology for posting vehicle images; membership tiers for those registering to buy vehicles through Copart.com; and virtual queue to secure a place in line while visiting one of its locations. The company sells its products principally to licensed vehicle dismantlers, rebuilders, repair licensees, used vehicle dealers, and exporters, as well as to the public. The company was incorporated in 1982 and is headquartered in Dallas, Texas.",Dallas,United States,Specialty Business Services,0.45818,0.3425,0.50374,1044897984.0,0.366,0.41858003,1333164032.0,1377451000.0,129.24,0.301,4.147,0.1758,14.059,0.30642,1298372992.0,533396000.0,2909702912.0,2.877,"Copart, Inc.",15.995,1257567.0,2266877.0,161.12,129.24,30654179328.0
XRAY,Healthcare,15000.0,"DENTSPLY SIRONA Inc. designs, develops, manufactures, distributes, and sells various dental products and technologies primarily for professional dental market worldwide. The company operates in two segments, Technologies & Equipment; and Consumables. Its dental supplies include endodontic instruments and materials, dental anesthetics, prophylaxis pastes, dental sealants, impression and restorative materials, tooth whiteners, and topical fluoride products; and small equipment products comprise intraoral curing light systems, dental diagnostic systems, and ultrasonic scalers and polishers. The company also offers dental laboratory products, such as dental prosthetics that include artificial teeth, precious metal dental alloys, dental ceramics, and crown and bridge materials; and laboratory-based CAD/CAM milling systems, amalgamators, mixing machines, and porcelain furnaces. In addition, it provides dental technology products, including dental implants and related scanning equipment, and treatment software; orthodontic clear aligners and appliances for dental practitioners and specialist; and dental equipment, such as treatment centers, imaging equipment, dental handpieces, and computer aided design and machining systems for dental practitioners. Further, the company offers healthcare consumable products, such as urology catheters, medical drills, and other non-medical products. It markets and sells dental products through distributors, dealers, and importers; dental hygienists, assistants, laboratories, and schools; and urology products directly to patients, as well as through distributors to urologists, continence care nurses, general practitioners, and direct-to-patients. The company was formerly known as DENTSPLY International Inc. and changed its name to DENTSPLY SIRONA Inc. in February 2016. DENTSPLY SIRONA Inc. was founded in 1899 and is headquartered in Charlotte, North Carolina.",Charlotte,United States,Medical Instruments & Supplies,0.23438999,0.09847,0.55288,698000000.0,0.194,0.15241,995000000.0,1701000000.0,48.66,0.938,1.602,0.04448,43.317,0.08455,284000000.0,2220000000.0,4244999936.0,0.917,DENTSPLY SIRONA Inc.,23.431,1982004.0,6863574.0,69.54,48.66,10637417472.0
DXCM,Healthcare,5500.0,"DexCom, Inc., a medical device company, focuses on the design, development, and commercialization of continuous glucose monitoring (CGM) systems in the United States and internationally. The company offers its systems for use by people with diabetes, as well as for use by healthcare providers. Its products include DexCom G6, an integrated CGM system for diabetes management; Dexcom G7, a next generation G7 CGM system; and Dexcom Share, a remote monitoring system. DexCom, Inc. has a collaboration and license agreement with Verily Life Sciences LLC and Verily Ireland Limited to develop next-generation CGM products. The company markets its products directly to endocrinologists, physicians, and diabetes educators. DexCom, Inc. was founded in 1999 and is headquartered in San Diego, California.",San Diego,United States,Medical Devices,0.19278,0.22823,0.69291,508700000.0,0.298,0.15919,447100000.0,1280100000.0,468.05,-0.027,4.975,0.05361,88.175,0.29119,2697900032.0,1883500032.0,2319200000.0,4.391,"DexCom, Inc.",22.044,851054.0,1010166.0,659.45,468.05,45364342784.0
DISCA,Communication Services,11000.0,"Discovery, Inc., a media company, provides content across various distribution platforms in approximately 50 languages worldwide. It operates in two segments, U.S. Networks and International Networks. The company owns and operates various television networks under the Discovery Channel, HGTV, Food Network, TLC, Animal Planet, Investigation Discovery, Travel Channel, Science, MotorTrend, Discovery en EspaÃ±ol, Discovery Familia, Eurosport, TVN, Discovery Kids, Discovery Family, American Heroes Channel, Destination America, Discovery Life, DIY Network, Cooking Channel, Great American Country, ID, the Oprah Winfrey Network, Eurosport, DMAX, and Discovery Home & Health brands, as well as other regional television networks. Its content spans genres, including survival, natural history, exploration, sports, general entertainment, home, food, travel, heroes, adventure, crime and investigation, health, and kids. The company also operates production studios that develop and produce content; and digital products and Websites. It provides content through various distribution platforms comprising pay-television, free-to-air and broadcast television, authenticated GO applications, digital distribution arrangements, content licensing agreements, and direct-to-consumer subscriptions, as well as various platforms that include brand-aligned Websites, online streaming, mobile devices, video on demand, and broadband channels. The company was founded in 1985 and is headquartered in New York, New York.",New York,United States,Entertainment,0.29981002,0.08252,0.62144,2798000128.0,0.104,0.17004,3655000064.0,7576000000.0,26.26,-0.622,2.1,0.03782,116.811,0.09287,4115000064.0,15648000000.0,12190999552.0,1.897,"Discovery, Inc.",17.714,9223030.0,6929472.0,78.08,26.26,13059675136.0
DISH,Communication Services,13500.0,"DISH Network Corporation, together with its subsidiaries, provides pay-TV services in the United States. The company operates in two segments, Pay-TV and Wireless. It offers video services under the DISH TV brand; and programming packages that include programming through national broadcast networks, local broadcast networks, and national and regional cable networks, as well as regional and specialty sports channels, premium movie channels, and Latino and international programming packages. The company also provides access to movies and television shows through TV or Internet-connected devices; and dishanywhere.com and mobile applications on Internet-connected devices to view authorized content, search program listings, and remotely control certain features of their DVRs. In addition, it offers Sling TV services, including Sling domestic, Sling International, Sling Latino, Sling Orange, and Sling Blue services that require an Internet connection and are available on streaming-capable devices, such as streaming media devices, TVs, tablets, computers, game consoles, and phones primarily to consumers who do not subscribe to traditional satellite and cable pay-TV services. As of December 31, 2020, it had 11.290 million Pay-TV subscribers in the United States, including 8.816 million DISH TV subscribers and 2.474 million SLING TV subscribers. The company offers receiver systems and programming through direct sales channels, as well as independent third parties, such as small retailers, direct marketing groups, local and regional consumer electronics stores, retailers, and telecommunications companies. DISH Network Corporation was founded in 1980 and is headquartered in Englewood, Colorado.",Englewood,United States,Entertainment,0.23506,0.14401,0.34765,3853752064.0,-0.018,0.19334999,4229249024.0,5459707000.0,31.65,0.023,1.154,0.05624,111.333,0.18503,5247822848.0,17076376576.0,17991813120.0,0.991,DISH Network Corporation,28.282,2834554.0,2959720.0,47.05,31.65,16736582656.0
DLTR,Consumer Defensive,60217.0,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00. It provides consumable merchandise, including candy and food, and health and personal care, as well as everyday consumables, such as household paper and chemicals, and frozen and refrigerated food; variety merchandise comprising toys, durable housewares, gifts, stationery, party goods, greeting cards, softlines, arts and crafts supplies, and other items; and seasonal goods that include Christmas, Easter, Halloween, and Valentine's Day merchandise. This segment operates 7,805 stores under the Dollar Tree and Dollar Tree Canada brands, as well as 15 distribution centers in the United States and two in Canada; and store support centers in Matthews, North Carolina and Chesapeake, Virginia. The Family Dollar segment operates general merchandise retail discount stores that offer consumable merchandise, which comprise food and beverages, tobacco, health and personal care, household chemicals, paper products, hardware and automotive supplies, diapers, batteries, and pet food and supplies; and home products, including housewares, home dÃ©cor, and giftware, as well as domestics, such as comforters, sheets, and towels. Its stores also provides apparel and accessories merchandise comprising clothing, fashion accessories, and shoes; and seasonal and electronics merchandise that include Christmas, Easter, Halloween, and Valentine's Day merchandise, as well as personal electronics, which comprise pre-paid cellular phones and services, stationery and school supplies, and toys. This segment operates 7,880 stores under the Family Dollar brand; and 11 distribution centers. The company was founded in 1986 and is headquartered in Chesapeake, Virginia.",Chesapeake,United States,Discount Stores,0.10316,0.05293,0.2985,2001299968.0,0.039,0.07585,2683000064.0,7824600000.0,157.17,-0.309,1.252,0.05865,134.864,0.19379999,701400000.0,9770099712.0,26008500224.0,0.163,"Dollar Tree, Inc.",32.212,2557398.0,2636013.0,157.8,157.17,35356336128.0
EBAY,Consumer Cyclical,12700.0,"eBay Inc. operates marketplace platforms that connect buyers and sellers worldwide. The company's Marketplace platform includes its online marketplace at ebay.com and the eBay suite of mobile apps. Its platforms enable users to list, buy, sell, and pay for items through various online, mobile, and offline channels that include retailers, distributors, liquidators, import and export companies, auctioneers, catalog and mail-order companies, classifieds, directories, search engines, commerce participants, shopping channels, and networks. eBay Inc. has a strategic partnership with Bidadoo, Inc. to transform heavy equipment industry. The company was founded in 1995 and is headquartered in San Jose, California.",San Jose,United States,Internet Retail,0.29798,1.07049,0.72732,3121999872.0,0.108,0.25193,3475000064.0,7798000000.0,56.02,-0.575,3.353,0.07703,85.034,0.28445998,14561000448.0,9306999808.0,11662000128.0,2.874,eBay Inc.,17.291,7410862.0,10588515.0,81.19,56.02,35068743680.0
EA,Communication Services,11000.0,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and Plants vs. Zombies brands; and license games from others, including FIFA, Madden NFL, UFC, NHL, Formula 1, and Star Wars brands. The company also provides advertising services; and licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",Redwood City,United States,Electronic Gaming & Multimedia,0.22201,0.122729994,0.72967005,1416000000.0,0.586,0.17495,1420000000.0,4135000000.0,126.28,0.619,1.315,0.05712,27.94,0.09854999,1972000000.0,2195000064.0,6396000256.0,1.165,Electronic Arts Inc.,27.695,2295443.0,2653589.0,148.93,126.28,35712995328.0
ENPH,Technology,850.0,"Enphase Energy, Inc., together with its subsidiaries, designs, develops, manufactures, and sells home energy solutions for the solar photovoltaic industry in the United States and internationally. The company offers semiconductor-based microinverter, which converts energy at the individual solar module level, and combines with its proprietary networking and software technologies to provide energy monitoring and control services. It also offers AC battery storage systems; Envoy communications gateway; and Enlighten cloud-based monitoring service, as well as other accessories. The company sells its solutions to solar distributors; and directly to large installers, original equipment manufacturers, strategic partners, and homeowners, as well as directly the do-it-yourself market through its legacy product upgrade program or online store. Enphase Energy, Inc. was incorporated in 2006 and is headquartered in Fremont, California.",Fremont,United States,Solar,0.21459,0.13438,0.4157,339035008.0,0.969,0.19540001,264839008.0,345981000.0,184.52,-0.443,4.494,0.09073,161.008,0.31174,1394123008.0,1043036032.0,1234168960.0,4.294,"Enphase Energy, Inc.",4.804,3316025.0,3194407.0,282.46,184.52,24893962240.0
EQIX,Real Estate,10801.0,"Equinix (Nasdaq: EQIX) is the world's digital infrastructure company, enabling digital leaders to harness a trusted platform to bring together and interconnect the foundational infrastructure that powers their success. Equinix enables today's businesses to access all the right places, partners and possibilities they need to accelerate advantage. With Equinix, they can scale with agility, speed the launch of digital services, deliver world-class experiences and multiply their value.",Redwood City,United States,REIT—Specialty,0.42414,0.0654,0.48145,2341249024.0,0.112,0.17733999,2775002880.0,2888768000.0,732.26,1.27,1.628,0.02675,142.514,0.04048,1379100032.0,15061740544.0,6542705152.0,1.219,"Equinix, Inc.",117.377,463075.0,710836.0,885.26,732.26,65933570048.0
EXC,Utilities,32340.0,"Exelon Corporation, a utility services holding company, engages in the energy generation, delivery, and marketing businesses in the United States and Canada. It owns nuclear, fossil, wind, hydroelectric, biomass, and solar generating facilities. The company also sells electricity to wholesale and retail customers; and sells natural gas, renewable energy, and other energy-related products and services. In addition, it is involved in the purchase and regulated retail sale of electricity and natural gas; and transmission and distribution of electricity, and distribution of natural gas to retail customers. Further, the company offers support services, including legal, human resources, information technology, financial, supply management, accounting, engineering, customer operations, distribution and transmission planning, asset management, system operations, and power procurement services. It serves distribution utilities, municipalities, cooperatives, and financial institutions, as well as commercial, industrial, governmental, and residential customers. The company was incorporated in 1999 and is headquartered in Chicago, Illinois.",Chicago,United States,Utilities—Diversified,0.29409,0.048060004,0.31258,4153999872.0,0.006,0.14827,10243000320.0,10033000000.0,43.25,1.409,0.94,0.02479,121.723,0.05409,2956999936.0,41700999168.0,34829000704.0,0.522,Exelon Corporation,34.601,10880363.0,12968779.0,44.73,43.25,42312253440.0
EXPD,Industrials,19034.0,"Expeditors International of Washington, Inc. provides logistics services in the Americas, North Asia, South Asia, Europe, the Middle East, Africa, and India. The company offers airfreight services, such as air freight consolidation and forwarding; ocean freight and ocean services, including ocean freight consolidation, direct ocean forwarding, and order management; customs brokerage, intra-continental ground transportation and delivery, and warehousing and distribution services; and customs clearance, purchase order management, vendor consolidation, time-definite transportation services, temperature-controlled transit, cargo insurance, specialized cargo monitoring and tracking, and other supply chain solutions. It acts as a freight consolidator or as an agent for the airline, which carries the shipment. The company also provides ancillary services that include preparation of shipping and customs documentation, packing, crating, insurance services, negotiation of letters of credit, and the preparation of documentation to comply with local export laws. Its customers include retailing and wholesaling, electronics, technology, and industrial and manufacturing companies. Expeditors International of Washington, Inc. was incorporated in 1979 and is headquartered in Seattle, Washington.",Seattle,United States,Integrated Freight & Logistics,0.11068,0.07932,0.12727,705200000.0,0.839,0.107080005,1620361984.0,1219724000.0,106.78,0.866,1.866,0.17136,13.332,0.39303002,1820105984.0,456020000.0,14640097280.0,1.572,"Expeditors International of Washington, Inc.",20.174,1317585.0,2236540.0,137.8,106.78,18088957952.0
FFIV,Technology,6396.0,"F5, Inc. provides multi-cloud application security and delivery solutions for the security, performance, and availability of network applications, servers, and storage systems. The company's multi-cloud application security and delivery solutions enable its customers to develop, deploy, operate, secure, and govern applications in any architecture, from on-premises to the public cloud. It offers application security and delivery products, including BIG-IP appliances and VIPRION chassis and related software modules and software-only Virtual Editions; Local Traffic Manager and DNS Services; Advanced Firewall Manager and Policy Enforcement Manager that leverage the unique performance characteristics of its hardware and software architecture; Application Security Manager and Access Policy Manager; NGINX Plus and NGINX Controller; Shape Defense and Enterprise Defense; Secure Web Gateway, and Silverline DDoS and Application security offerings; and online fraud and abuse prevention solutions. The company also provides a range of professional services, including consulting, training, installation, maintenance, and other technical support services. F5, Inc. sells its products to large enterprise businesses, public sector institutions, governments, and service providers through distributors, value-added resellers, managed service providers, and systems integrators in the Americas, Europe, the Middle East, Africa, and the Asia Pacific region. It has partnerships with public cloud providers, such as Amazon Web Services, Microsoft Azure, and Google Cloud Platform. The company was formerly known as F5 Networks, Inc. and changed its name to F5, Inc. in November 2021. F5, Inc. was incorporated in 1996 and is headquartered in Seattle, Washington.",Seattle,United States,Software—Infrastructure,0.21497,0.12722999,0.81302,645196032.0,0.109,0.17063,559646976.0,2116627000.0,203.97,0.434,1.158,0.057389997,30.306,0.14425,910606976.0,715278016.0,2603416064.0,1.054,"F5, Inc.",38.914,663172.0,1424994.0,249.0,203.97,12488961024.0
FB,Communication Services,71970.0,"Meta Platforms, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, wearables, and in-home devices worldwide. It operates in two segments, Family of Apps and Reality Labs. The Family of Apps segment's products include Facebook, which enables people to share, discover, and connect with interests; Instagram, a community for sharing photos, videos, and private messages, as well as feed, stories, reels, video, live, and shops; Messenger, a messaging application for people to connect with friends, family, groups, and businesses across platforms and devices through chat, audio and video calls, and rooms; and WhatsApp, a messaging application that is used by people and businesses to communicate and transact privately. The Reality Labs segment provides augmented and virtual reality related products comprising virtual reality hardware, software, and content that help people feel connected, anytime, and anywhere. The company was formerly known as Facebook, Inc. and changed its name to Meta Platforms, Inc. in October 2021. Meta Platforms, Inc. was incorporated in 2004 and is headquartered in Menlo Park, California.",Menlo Park,United States,Internet Content & Information,0.46401,0.33383998,0.80794,57683001344.0,0.199,0.39645,54720000000.0,95280000000.0,216.49,-0.052,3.154,0.17965001,11.574,0.31102,47998001152.0,14453999616.0,117929000960.0,2.935,"Meta Platforms, Inc.",47.748,34790856.0,52127982.0,384.33,216.49,602223214592.0
FAST,Industrials,17860.0,"Fastenal Company, together with its subsidiaries, engages in the wholesale distribution of industrial and construction supplies in the United States, Canada, Mexico, North America, and internationally. It offers fasteners, and related industrial and construction supplies under the Fastenal name. The company's fastener products include threaded fasteners, bolts, nuts, screws, studs, and related washers, which are used in manufactured products and construction projects, as well as in the maintenance and repair of machines. It also offers miscellaneous supplies and hardware, including pins, machinery keys, concrete anchors, metal framing systems, wire ropes, strut products, rivets, and related accessories. The company serves the manufacturing market comprising original equipment manufacturers; maintenance, repair, and operations; and non-residential construction market, which includes general, electrical, plumbing, sheet metal, and road contractors. It also serves farmers, truckers, railroads, mining companies, schools, and retail trades; and oil exploration, production, and refinement companies, as well as federal, state, and local governmental entities. The company distributes its products through a network of 3,268 in-market locations and 16 distribution centers. Fastenal Company was founded in 1967 and is headquartered in Winona, Minnesota.",Winona,United States,Industrial Distribution,0.23104,0.15246001,0.45966998,934700032.0,0.1,0.20207001,1348600064.0,2567800000.0,57.87,0.105,4.182,0.17697,20.855,0.30422002,250500000.0,618300032.0,5837000192.0,1.811,Fastenal Company,5.155,3415862.0,6963605.0,64.75,57.87,33284681728.0
FITB,Financial Services,19171.0,"Fifth Third Bancorp is a diversified financial services company headquartered in Cincinnati, Ohio, and the indirect parent company of Fifth Third Bank, National Association, a federally chartered institution. As of September 30, 2021, the Company had $208 billion in assets and operates 1,100 full-service Banking Centers, and 2,336 Fifth Third branded ATMs in Ohio, Kentucky, Indiana, Michigan, Illinois, Florida, Tennessee, West Virginia, Georgia, North Carolina and South Carolina. In total, Fifth Third provides its customers with access to approximately 52,000 fee-free ATMs across the United States. Fifth Third operates four main businesses: Commercial Banking, Branch Banking, Consumer Lending, and Wealth & Asset Management. Fifth Third is among the largest money managers in the Midwest and, as of September 30, 2021, had $541 billion in assets under care, of which it managed $61 billion for individuals, corporations and not-for-profit organizations through its Trust and Registered Investment Advisory businesses. Investor information and press releases can be viewed at www.53.com. Fifth Third's common stock is traded on the NASDAQÂ® Global Select Market under the symbol ÂFITB.Â",Cincinnati,United States,Banks—Regional,0.0,0.32849,0.0,-282000000.0,0.079,0.42494,,6552000000.0,46.69,0.244,,0.01323,,0.11923,7858999808.0,15946000384.0,8253000192.0,,Fifth Third Bancorp,29.586,6206853.0,12148567.0,50.64,46.69,31866204160.0
FISV,Technology,44000.0,"Fiserv, Inc., together with its subsidiaries, provides payment and financial services technology worldwide. The company operates through Acceptance, Fintech, and Payments segments. The Acceptance segment provides point-of-sale merchant acquiring and digital commerce services; mobile payment services; security and fraud protection products; Carat, an omnichannel commerce solution; and Clover POS, a cloud-based point-of-sale solution. This segment distributes through various channels, including direct sales teams, strategic partnerships with agent sales forces, independent software vendors, financial institutions, and other strategic partners. The Fintech segment offers customer deposit and loan accounts, as well as manages an institution's general ledger and central information files. This segment also provides digital banking, financial and risk management, cash management, professional services and consulting, item processing and source capture, and other products and services. The Payments segment offers card transactions, such as debit, credit, and prepaid card processing and services; security and fraud protection products; card production; print services; and various network services, as well as non-card digital payment software and services, including bill payment, account-to-account transfers, person-to-person payments, and electronic billing products. It serves business, banks, credit unions, other financial institutions, merchants, and corporate clients. The company was incorporated in 1984 and is headquartered in Brookfield, Wisconsin.",Brookfield,United States,Information Technology Services,0.35434,0.08234,0.51497,3876999936.0,0.1,0.15664,5599000064.0,7158000000.0,100.61,0.641,1.049,0.02088,64.415,0.0417,933000000.0,20988999680.0,15800999936.0,0.212,"Fiserv, Inc.",47.873,3974327.0,4369035.0,127.34,100.61,66425942016.0
FTNT,Technology,9700.0,"Fortinet, Inc. provides broad, integrated, and automated cybersecurity solutions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It offers FortiGate hardware and software licenses that provide various security and networking functions, including firewall, intrusion prevention, anti-malware, virtual private network, application control, web filtering, anti-spam, and wide area network acceleration. The company also provides FortiSwitch product family that offers secure switching solutions for connecting customers their end devices; FortiAP product family, which provides secure wireless networking solutions; FortiExtender, a hardware appliance; FortiAnalyzer product family, which offers centralized network logging, analyzing, and reporting solutions; and FortiManager product family that provides central and scalable management solution for its FortiGate products. It offers FortiWeb product family provides web application firewall solutions; FortiMail product family that secure email gateway solutions; FortiSandbox technology that delivers proactive detection and mitigation services; FortiClient that provides endpoint protection with pattern-based anti-malware, behavior-based exploit protection, web-filtering, and an application firewall; FortiToken and FortiAuthenticator product families for multi-factor authentication to safeguard systems, assets, and data; and FortiEDR/XDR, an endpoint protection solution that provides both comprehensive machine-learning anti-malware execution and real-time post-infection protection. The company provides security subscription, technical support, professional, and training services. It sells its security solutions to channel partners and directly to various customers in telecommunications, technology, government, financial services, education, retail, manufacturing, and healthcare industries. It has strategic alliance with Linksys. The company was founded in 2000 and is headquartered in Sunnyvale, California.",Sunnyvale,United States,Software—Infrastructure,0.21624,0.17735,0.76917,1429400064.0,0.332,0.192,676099968.0,2024400000.0,319.97,0.293,1.803,0.07852,94.32,0.59995997,3120999936.0,1071100032.0,3126599936.0,1.696,"Fortinet, Inc.",6.843,1515819.0,2619155.0,371.77,319.97,52315095040.0
